No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
1882,WISEA J092436.64+664803.5,141.15293,66.80093,QSO,1319177,4.400301,SPEC,23.5g,0,11,0,21,4,5,4,0
1883,SDSS J092510.72-022213.6,141.29468,-2.37045,QSO,1428511,4.765,PHOT,24.9g,0,1,0,0,1,1,0,0
1884,WISEA J092526.78+425736.7,141.36148,42.9602,QSO,1280267,4.27051,,22.4g,0,27,0,45,8,15,8,0
1885,SDSS J092554.13+194349.8,141.4756,19.73053,QSO,1219739,4.06861,SPEC,22.0g,0,17,0,6,5,9,4,0
1886,WISEA J092636.33+305505.0,141.65133,30.91805,QSO,1259197,4.20023,SPEC,16.4,0,34,0,52,18,12,5,0
1887,WISEA J092637.26+242518.5,141.65523,24.42181,QSO,1686381,5.62516,SPEC,21.7g,0,6,0,27,5,4,4,0
1888,2MASS J09265251-0134529,141.71914,-1.5815,QSO,1677339,5.595,PHOT,20.2g,0,1,0,12,4,1,0,0
1889,WISEA J092721.79+200124.1,141.84092,20.02325,QSO,1730462,5.7722,,22.1i,0,43,1,37,11,12,0,0
1890,WISEA J092819.25+534024.0,142.08036,53.67339,QSO,1348614,4.49849,,24.5g,0,33,0,53,8,16,8,0
1891,WISEA J092849.21+275128.7,142.205,27.85793,QSO,1332578,4.445,PHOT,23.6g,0,1,0,12,2,1,0,0
1892,WISE J092915.43+501336.0,142.31433,50.22666,QSO,1247881,4.162481,SPEC,16.9g,0,130,1,75,33,12,8,1
1893,WISEA J092922.08+082151.5,142.34206,8.36441,QSO,1320427,4.40447,,20.5g,0,19,0,46,6,10,8,0
1894,WISEA J092953.60+160604.1,142.4734,16.10113,QSO,1257240,4.193699,SPEC,21.8g,0,20,0,18,7,13,4,0
1895,WISEA J093035.94+335717.7,142.64972,33.95487,QSO,1200020,4.002835,SPEC,22.3g,0,25,0,38,7,13,8,0
1896,WISEA J093223.62-000830.3,143.0986,-0.14184,*,1239943,4.136003,SPEC,21.8g,0,9,0,17,5,4,4,0
1897,SDSS J093231.16+274044.0,143.12984,27.67889,QSO,1383542,4.615,PHOT,24.2g,0,2,0,0,1,1,0,0
1898,SDSS J093249.75+122205.8,143.20733,12.36829,*,1507668,5.029037,SPEC,24.2g,0,6,0,5,3,2,4,0
1899,WISEA J093306.92+332556.4,143.27868,33.4324,QSO,1367364,4.561034,,23.4g,0,29,0,38,8,14,8,0
1900,WISEA J093333.86+051839.8,143.39108,5.31111,QSO,1354808,4.519151,SPEC,22.8g,0,37,0,38,9,17,8,0
1901,WISEA J093412.82+294524.4,143.55359,29.75677,QSO,1424979,4.753217,SPEC,24.1g,0,22,0,37,6,12,8,0
1902,WISEA J093453.26+465717.8,143.72173,46.95495,QSO,1370566,4.571716,SPEC,23.2g,0,26,0,38,7,14,8,0
1903,WISEA J093508.76-004448.5,143.78651,-0.74694,QSO,1307782,4.36229,,20.4g,0,24,0,50,9,15,8,0
1904,WISEA J093523.29+411518.2,143.84717,41.25519,QSO,1421979,4.743211,SPEC,23.0g,0,35,0,37,11,20,8,0
1905,WISEA J093542.69-065119.0,143.92786,-6.85521,IrS,1211162,4.04,SPEC,,0,2,0,18,6,2,0,0
1906,WISEA J093554.47+525616.4,143.9769,52.93789,QSO,1205897,4.02244,SPEC,20.6g,0,39,0,53,10,16,8,0
1907,SDSS J093651.36+310358.3,144.2141,31.06622,*,1394878,4.652813,SPEC,24.0g,0,4,0,5,4,3,4,0
1908,WISEA J093652.66+401546.0,144.2192,40.26284,QSO,1368198,4.563815,SPEC,20.2i,0,31,0,38,10,18,8,0
1909,WISEA J093703.13+303552.4,144.26297,30.5979,QSO,1284611,4.285,PHOT,22.8g,0,1,0,12,2,1,0,0
1910,WISEA J093740.38+151836.2,144.41836,15.31,QSO,1236536,4.124639,SPEC,21.8g,0,16,0,17,6,7,4,0
1911,WISEA J093746.46+114038.5,144.44366,11.67734,QSO,1294959,4.319518,SPEC,23.2g,0,27,0,38,8,13,8,0
1912,WISEA J093917.56+272713.2,144.82323,27.45367,QSO,1320605,4.405063,SPEC,21.7g,0,29,0,38,9,15,6,0
1913,SDSS J0939+0039,144.88296,0.66526,QSO,1346068,4.49,,20.6i,0,9,0,8,1,1,4,0
1914,WISEA J093949.41+335548.2,144.95596,33.93011,QSO,1241003,4.13954,,21.6g,0,27,0,38,9,16,8,0
1915,WISEA J094004.77+052631.3,145.02001,5.44196,*,1350177,4.503706,SPEC,23.8g,0,13,0,18,10,7,4,0
1916,SDSS J0940+5848,145.2334,58.80841,QSO,1398463,4.66477,,22.9g,0,39,0,50,13,25,8,0
1917,WISEA J094105.08+041707.0,145.27111,4.28522,QSO,1364934,4.55293,,20.2g,0,23,0,49,8,12,8,0
1918,WISEA J094108.39+594726.3,145.28483,59.79051,QSO,1436108,4.79034,,24.1g,0,41,0,58,14,22,8,0
1919,WISEA J094208.93+670440.6,145.53702,67.07791,QSO,1421916,4.743001,SPEC,23.5g,0,11,0,21,5,6,4,0
1920,WISEA J094250.90+481610.3,145.71258,48.26934,QSO,1753420,5.84878,SPEC,,0,4,0,12,3,2,0,0
1921,WISEA J094256.17+203629.5,145.73403,20.60818,QSO,1227908,4.09586,SPEC,21.6g,0,15,0,18,6,11,4,0
1922,WISEA J094326.48+254402.0,145.8603,25.73394,QSO,1294460,4.317852,SPEC,22.7g,0,14,0,18,4,10,4,0
1923,WISEA J094349.65+095400.8,145.95689,9.90027,QSO,1252283,4.177166,SPEC,20.9g,0,39,0,49,9,17,8,0
1924,WISEA J094358.24+052422.1,145.99329,5.40632,*,1383583,4.615136,SPEC,25.4g,0,9,0,17,6,4,4,0
1925,WISEA J094408.81+434426.9,146.03675,43.74084,QSO,1377073,4.593421,SPEC,23.0g,0,34,0,37,13,18,8,0
1926,WISEA J094409.53+100656.6,146.03968,10.11574,QSO,1431675,4.775553,SPEC,23.4g,0,37,0,41,10,19,6,0
1927,WISEA J094417.69+450800.2,146.07373,45.13335,QSO,1445778,4.822594,SPEC,19.9i,0,28,0,37,7,15,8,0
1928,SDSS J094418.64+292744.7,146.07804,29.46235,*,1674341,5.585,PHOT,18.6g,0,2,0,5,1,1,4,1
1929,WISEA J094456.22+053117.7,146.23454,5.52163,*,1223179,4.080084,SPEC,21.1g,0,11,0,17,7,4,4,0
1930,SDSS J0946+1835,146.51998,18.59437,QSO,1444905,4.819682,SPEC,20.7g,0,22,0,16,7,9,4,1
1931,SDSS J094712.40+011928.4,146.80168,1.32458,*,1282684,4.278574,SPEC,23.6g,0,8,0,5,3,2,4,0
1932,SDSS J094722.87+693615.8,146.84518,69.60446,IrS,1439004,4.8,SPEC,,0,2,0,4,2,1,0,0
1933,WISEA J094749.56-042514.8,146.95659,-4.42087,QSO,1241141,4.14,,19.1,0,11,1,12,2,1,0,0
1934,WISEA J094755.49+421018.1,146.98115,42.17165,*,1441177,4.80725,SPEC,22.3g,0,9,0,23,6,3,4,0
1935,WISEA J094834.69+581923.8,147.14494,58.32351,QSO,1901311,6.342091,SPEC,21.8g,0,26,0,42,7,15,8,0
1936,WISEA J094917.23+602104.6,147.32152,60.35126,QSO,1285890,4.289266,SPEC,22.8g,0,26,0,40,6,14,8,0
1937,WISE J094932.27+033531.8,147.38446,3.59216,QSO,1231358,4.107367,SPEC,19.6g,0,53,0,45,22,24,8,0
1938,WISEA J095000.19+620319.1,147.5007,62.05517,QSO,1219677,4.068405,SPEC,21.7g,0,31,0,43,7,15,8,0
1939,WISEA J095023.73+004419.9,147.59892,0.73883,*,1215511,4.054509,SPEC,21.2g,0,11,0,17,6,5,4,0
1940,SDSS J095028.09+110035.2,147.61711,11.00981,QSO,1483479,4.948354,SPEC,,0,2,0,0,2,2,0,0
1941,WISEA J095040.72+374931.3,147.66959,37.82522,QSO,1311167,4.373582,SPEC,22.8g,0,27,0,38,9,16,8,0
1942,WISEA J095129.48+251433.6,147.87287,25.2427,QSO,1221556,4.07467,,22.4g,0,14,0,18,6,11,4,0
1943,WISEA J095133.98+191024.4,147.89157,19.17354,QSO,1348388,4.497736,SPEC,22.4g,0,16,0,18,5,9,4,0
1944,WISEA J095151.20+594555.1,147.96326,59.76561,QSO,1463531,4.881814,SPEC,23.7g,0,37,0,40,9,17,8,0
1945,WISEA J095336.59+383710.4,148.40264,38.61932,*,1216934,4.059253,SPEC,22.0g,0,8,0,17,6,4,4,0
1946,BR 0951-0450:[PGW2002] 0002,148.44408,-5.11319,QSO,1346068,4.49,PHOT,27.4R,0,1,0,0,1,1,0,0
1947,BR 0951-0450:[PGW2002] 0020,148.4445,-5.06731,QSO,1322085,4.41,PHOT,25.9R,0,1,0,0,1,1,0,0
1948,BR 0951-0450:[PGW2002] 0057,148.44538,-5.09936,QSO,1211162,4.04,PHOT,26.9R,0,1,0,0,1,1,0,0
1949,BR 0951-0450:[PGW2002] 0088,148.44646,-5.08769,QSO,1238143,4.13,PHOT,25.5R,0,1,0,0,1,1,0,0
1950,BR 0951-0450:[PGW2002] 0099,148.44688,-5.07606,QSO,1223153,4.08,PHOT,25.6R,0,1,0,0,1,1,0,0
1951,BR 0951-0450:[PGW2002] 0112,148.44746,-5.11361,QSO,1247137,4.16,PHOT,26.1R,0,1,0,0,1,1,0,0
1952,BR 0951-0450:[PGW2002] 0127,148.44796,-5.09753,QSO,1241141,4.14,PHOT,26.5R,0,1,0,0,1,1,0,0
1953,BR 0951-0450:[PGW2002] 0158,148.44892,-5.04753,QSO,1241141,4.14,PHOT,27.2R,0,1,0,0,1,1,0,0
1954,BR 0951-0450:[PGW2002] 0170,148.44908,-5.08853,QSO,1283112,4.28,PHOT,27.1R,0,1,0,0,1,1,0,0
1955,BR 0951-0450:[PGW2002] 0182,148.44942,-5.08772,QSO,1205166,4.02,PHOT,25.9R,0,1,0,0,1,1,0,0
1956,BR 0951-0450:[PGW2002] 0245,148.45129,-5.06839,QSO,1277116,4.26,PHOT,27.6R,0,1,0,0,1,1,0,0
1957,BR 0951-0450:[PGW2002] 0272,148.45208,-5.12453,QSO,1202168,4.01,PHOT,27.3R,0,1,0,0,1,1,0,0
1958,BR 0951-0450:[PGW2002] 0412,148.45562,-5.12411,QSO,1217158,4.06,PHOT,27.7R,0,1,0,0,1,1,0,0
1959,BR 0951-0450:[PGW2002] 0488,148.45738,-5.15025,QSO,1265124,4.22,PHOT,25.5R,0,1,0,0,1,1,0,0
1960,BR 0951-0450:[PGW2002] 0498,148.45763,-5.06353,QSO,1202168,4.01,PHOT,27.3R,0,1,0,0,1,1,0,0
1961,BR 0951-0450:[PGW2002] 0528,148.45833,-5.08731,QSO,1367054,4.56,PHOT,27.0R,0,1,0,0,1,1,0,0
1962,BR 0951-0450:[PGW2002] 0559,148.45896,-5.07639,QSO,1217158,4.06,PHOT,26.2R,0,1,0,0,1,1,0,0
1963,BR 0951-0450:[PGW2002] 0561,148.459,-5.03847,QSO,1498962,5,PHOT,25.0R,0,1,0,0,1,1,0,0
1964,BR 0951-0450:[PGW2002] 0577,148.45942,-5.14475,QSO,1346068,4.49,PHOT,26.8R,0,1,0,0,1,1,0,0
1965,BR 0951-0450:[PGW2002] 0596,148.45988,-5.07789,QSO,1223153,4.08,PHOT,27.2R,0,1,0,0,1,1,0,0
1966,BR 0951-0450:[PGW2002] 0620,148.46054,-5.09856,QSO,1304097,4.35,PHOT,26.6R,0,1,0,0,1,1,0,0
1967,BR 0951-0450:[PGW2002] 0623,148.46062,-5.07033,QSO,1436006,4.79,PHOT,27.2R,0,1,0,0,1,1,0,0
1968,BR 0951-0450:[PGW2002] 0646,148.46121,-5.08447,QSO,1268122,4.23,PHOT,26.3R,0,1,0,0,1,1,0,0
1969,BR 0951-0450:[PGW2002] 0700,148.46271,-5.11022,QSO,1241141,4.14,PHOT,26.1R,0,1,0,0,1,1,0,0
1970,BR 0951-0450:[PGW2002] 0712,148.46308,-5.06214,QSO,1220155,4.07,PHOT,27.7R,0,1,0,0,1,1,0,0
1971,BR 0951-0450:[PGW2002] 0742,148.46392,-5.0665,QSO,1217158,4.06,PHOT,27.7R,0,1,0,0,1,1,0,0
1972,BR 0951-0450:[PGW2002] 0789,148.465,-5.05297,QSO,1220155,4.07,PHOT,27.2R,0,1,0,0,1,1,0,0
1973,BR 0951-0450:[PGW2002] 0841,148.46642,-5.08689,QSO,1220155,4.07,PHOT,25.9R,0,1,0,0,1,1,0,0
1974,BR 0951-0450:[PGW2002] 0857,148.46671,-5.10781,QSO,1307095,4.36,PHOT,28.0R,0,1,0,0,1,1,0,0
1975,BR 0951-0450:[PGW2002] 0869,148.46704,-5.09872,QSO,1382043,4.61,PHOT,26.1R,0,1,0,0,1,1,0,0
1976,BR 0951-0450:[PGW2002] 0876,148.46717,-5.03025,QSO,1244139,4.15,PHOT,26.5R,0,1,0,0,1,1,0,0
1977,BR 0951-0450:[PGW2002] 0924,148.46821,-5.12744,QSO,1313091,4.38,PHOT,26.2R,0,1,0,0,1,1,0,0
1978,BR 0951-0450:[PGW2002] 1046,148.47129,-5.05906,QSO,1223153,4.08,PHOT,27.1R,0,1,0,0,1,1,0,0
1979,BR 0951-0450:[PGW2002] 1122,148.47313,-5.07778,QSO,1214160,4.05,PHOT,27.3R,0,1,0,0,1,1,0,0
1980,BR 0951-0450:[PGW2002] 1131,148.47333,-5.1405,QSO,1199170,4,PHOT,26.8R,0,1,0,0,1,1,0,0
1981,BR 0951-0450:[PGW2002] 1137,148.47346,-5.05169,QSO,1226151,4.09,PHOT,27.2R,0,1,0,0,1,1,0,0
1982,BR 0951-0450:[PGW2002] 1162,148.47429,-5.12939,QSO,1349066,4.5,PHOT,26.8R,0,1,0,0,1,1,0,0
1983,BR 0951-0450:[PGW2002] 1166,148.47442,-5.06825,QSO,1202168,4.01,PHOT,27.2B,0,1,0,0,1,1,0,0
1984,BR 0951-0450:[PGW2002] 1220,148.47592,-5.13656,QSO,1217158,4.06,PHOT,27.1R,0,1,0,0,1,1,0,0
1985,BR 0951-0450:[PGW2002] 1230,148.47612,-5.10358,QSO,1229149,4.1,PHOT,26.3R,0,1,0,0,1,1,0,0
1986,BR 0951-0450:[PGW2002] 1239,148.47642,-5.05683,QSO,1265124,4.22,PHOT,26.7R,0,1,0,0,1,1,0,0
1987,BR 0951-0450:[PGW2002] 1246,148.47663,-5.08125,QSO,1199170,4,PHOT,26.8R,0,1,0,0,1,1,0,0
1988,BR 0951-0450:[PGW2002] 1329,148.47862,-5.07022,QSO,1199170,4,PHOT,26.8R,0,1,0,0,1,1,0,0
1989,BR 0951-0450:[PGW2002] 1336,148.47871,-5.10811,QSO,1211162,4.04,PHOT,26.4R,0,1,0,0,1,1,0,0
1990,BR 0951-0450:[PGW2002] 1338,148.47875,-5.11736,QSO,1211162,4.04,PHOT,26.7R,0,1,0,0,1,1,0,0
1991,BR 0951-0450:[PGW2002] 1348,148.47908,-5.07875,QSO,1214160,4.05,PHOT,26.2R,0,1,0,0,1,1,0,0
1992,BR 0951-0450:[PGW2002] 1351,148.47917,-5.03378,QSO,1415021,4.72,PHOT,26.2R,0,1,0,0,1,1,0,0
1993,BR 0951-0450:[PGW2002] 1397,148.48033,-5.05972,QSO,1223153,4.08,PHOT,27.3R,0,1,0,0,1,1,0,0
1994,BR 0951-0450:[PGW2002] 1414,148.48058,-5.06744,QSO,1298102,4.33,PHOT,26.6R,0,1,0,0,1,1,0,0
1995,BR 0951-0450:[PGW2002] 1417,148.48071,-5.08481,QSO,1220155,4.07,PHOT,26.7R,0,1,0,0,1,1,0,0
1996,BR 0951-0450:[PGW2002] 1449,148.4815,-5.09822,QSO,1412023,4.71,PHOT,25.3R,0,1,0,0,1,1,0,0
1997,BR 0951-0450:[PGW2002] 1455,148.48163,-5.12514,QSO,1199170,4,PHOT,27.3R,0,1,0,0,1,1,0,0
1998,WISEA J095355.72-050419.0,148.48205,-5.07181,QSO,1309793,4.369,,19.1,0,52,1,12,8,7,0,0
1999,BR 0951-0450:[PGW2002] 1472,148.48217,-5.14428,QSO,1199170,4,PHOT,26.1R,0,1,0,0,1,1,0,0
2000,BR 0951-0450:[PGW2002] 1485,148.48237,-5.04611,QSO,1211162,4.04,PHOT,26.4R,0,1,0,0,1,1,0,0
2001,BR 0951-0450:[PGW2002] 1520,148.48342,-5.13722,QSO,1277116,4.26,PHOT,26.1R,0,1,0,0,1,1,0,0
2002,BR 0951-0450:[PGW2002] 1553,148.48438,-5.145,QSO,1322085,4.41,PHOT,26.8R,0,1,0,0,1,1,0,0
2003,BR 0951-0450:[PGW2002] 1588,148.48529,-5.07042,QSO,1286110,4.29,PHOT,26.3R,0,1,0,0,1,1,0,0
2004,BR 0951-0450:[PGW2002] 1651,148.48692,-5.03703,QSO,1202168,4.01,PHOT,26.6R,0,1,0,0,1,1,0,0
2005,BR 0951-0450:[PGW2002] 1697,148.48821,-5.08086,QSO,1436006,4.79,PHOT,26.4R,0,1,0,0,1,1,0,0
2006,BR 0951-0450:[PGW2002] 1743,148.48925,-5.03639,QSO,1513952,5.05,PHOT,24.8R,0,1,0,0,1,1,0,0
2007,BR 0951-0450:[PGW2002] 1757,148.48962,-5.06956,QSO,1208164,4.03,PHOT,26.9R,0,1,0,0,1,1,0,0
2008,BR 0951-0450:[PGW2002] 1777,148.49004,-5.07153,QSO,1205166,4.02,PHOT,26.3R,0,1,0,0,1,1,0,0
2009,BR 0951-0450:[PGW2002] 1788,148.49038,-5.08492,QSO,1373050,4.58,PHOT,25.4R,0,1,0,0,1,1,0,0
2010,BR 0951-0450:[PGW2002] 1817,148.49108,-5.14,QSO,1259128,4.2,PHOT,26.5R,0,1,0,0,1,1,0,0
2011,BR 0951-0450:[PGW2002] 1831,148.49138,-5.06897,QSO,1262126,4.21,PHOT,26.1R,0,1,0,0,1,1,0,0
2012,BR 0951-0450:[PGW2002] 1834,148.49142,-5.07911,QSO,1271120,4.24,PHOT,27.5R,0,1,0,0,1,1,0,0
2013,BR 0951-0450:[PGW2002] 1871,148.49242,-5.05211,QSO,1229149,4.1,PHOT,27.3R,0,1,0,0,1,1,0,0
2014,BR 0951-0450:[PGW2002] 1885,148.49287,-5.04303,QSO,1232147,4.11,PHOT,27.2R,0,1,0,0,1,1,0,0
2015,BR 0951-0450:[PGW2002] 1906,148.49329,-5.07603,QSO,1268122,4.23,PHOT,25.8R,0,1,0,0,1,1,0,0
2016,BR 0951-0450:[PGW2002] 1933,148.49408,-5.14261,QSO,1394035,4.65,PHOT,26.0R,0,1,0,0,1,1,0,0
2017,BR 0951-0450:[PGW2002] 1951,148.49433,-5.04417,QSO,1205166,4.02,PHOT,26.7R,0,1,0,0,1,1,0,0
2018,SDSS J095358.65+275907.4,148.4944,27.98541,QSO,1238774,4.132104,SPEC,21.2g,0,18,0,6,6,13,4,0
2019,BR 0951-0450:[PGW2002] 1952,148.49442,-5.07275,QSO,1304097,4.35,PHOT,27.0R,0,1,0,0,1,1,0,0
2020,BR 0951-0450:[PGW2002] 1963,148.49467,-5.03458,QSO,1259128,4.2,PHOT,26.8R,0,1,0,0,1,1,0,0
2021,BR 0951-0450:[PGW2002] 1992,148.49554,-5.13636,QSO,1223153,4.08,PHOT,26.0R,0,1,0,0,1,1,0,0
2022,BR 0951-0450:[PGW2002] 2004,148.496,-5.04558,QSO,1214160,4.05,PHOT,25.9R,0,1,0,0,1,1,0,0
2023,BR 0951-0450:[PGW2002] 2019,148.49638,-5.05669,QSO,1244139,4.15,PHOT,26.1R,0,1,0,0,1,1,0,0
2024,BR 0951-0450:[PGW2002] 2417,148.50637,-5.06475,QSO,1280114,4.27,PHOT,27.0R,0,1,0,0,1,1,0,0
2025,BR 0951-0450:[PGW2002] 2437,148.50675,-5.084,QSO,1205166,4.02,PHOT,26.7R,0,1,0,0,1,1,0,0
2026,BR 0951-0450:[PGW2002] 2446,148.50704,-5.043,QSO,1340072,4.47,PHOT,26.5R,0,1,0,0,1,1,0,0
2027,BR 0951-0450:[PGW2002] 2511,148.50854,-5.06906,QSO,1229149,4.1,PHOT,27.3R,0,1,0,0,1,1,0,0
2028,BR 0951-0450:[PGW2002] 2565,148.50992,-5.05367,QSO,1208164,4.03,PHOT,26.5R,0,1,0,0,1,1,0,0
2029,BR 0951-0450:[PGW2002] 2679,148.51283,-5.04944,QSO,1253133,4.18,PHOT,26.8R,0,1,0,0,1,1,0,0
2030,BR 0951-0450:[PGW2002] 2735,148.51421,-5.09125,QSO,1250135,4.17,PHOT,25.8R,0,1,0,0,1,1,0,0
2031,BR 0951-0450:[PGW2002] 2745,148.5145,-5.14067,QSO,1202168,4.01,PHOT,25.5R,0,1,0,0,1,1,0,0
2032,BR 0951-0450:[PGW2002] 2754,148.51458,-5.09781,QSO,1208164,4.03,PHOT,26.5R,0,1,0,0,1,1,0,0
2033,BR 0951-0450:[PGW2002] 2773,148.51508,-5.13697,QSO,1364056,4.55,PHOT,26.2R,0,1,0,0,1,1,0,0
2034,BR 0951-0450:[PGW2002] 2840,148.51696,-5.07542,QSO,1199170,4,PHOT,27.2R,0,1,0,0,1,1,0,0
2035,BR 0951-0450:[PGW2002] 2838,148.51696,-5.11769,QSO,1355062,4.52,PHOT,27.5R,0,1,0,0,1,1,0,0
2036,BR 0951-0450:[PGW2002] 2858,148.51754,-5.0815,QSO,1208164,4.03,PHOT,27.0R,0,1,0,0,1,1,0,0
2037,BR 0951-0450:[PGW2002] 2889,148.51833,-5.12867,QSO,1238143,4.13,PHOT,26.5R,0,1,0,0,1,1,0,0
2038,BR 0951-0450:[PGW2002] 2903,148.51883,-5.04456,QSO,1229149,4.1,PHOT,26.1R,0,1,0,0,1,1,0,0
2039,BR 0951-0450:[PGW2002] 2971,148.52108,-5.03522,QSO,1214160,4.05,PHOT,26.9R,0,1,0,0,1,1,0,0
2040,BR 0951-0450:[PGW2002] 2973,148.52121,-5.14403,QSO,1352064,4.51,PHOT,26.4R,0,1,0,0,1,1,0,0
2041,BR 0951-0450:[PGW2002] 2992,148.52171,-5.10347,QSO,1217158,4.06,PHOT,26.7R,0,1,0,0,1,1,0,0
2042,WISEA J095405.20+050514.3,148.5218,5.08726,QSO,1222418,4.077548,SPEC,22.0g,0,31,0,38,8,15,8,0
2043,BR 0951-0450:[PGW2002] 3130,148.526,-5.08783,QSO,1211162,4.04,PHOT,27.2R,0,1,0,0,1,1,0,0
2044,BR 0951-0450:[PGW2002] 3203,148.52838,-5.06842,QSO,1241141,4.14,PHOT,27.7R,0,1,0,0,1,1,0,0
2045,BR 0951-0450:[PGW2002] 3280,148.53054,-5.14214,QSO,1202168,4.01,PHOT,26.7R,0,1,0,0,1,1,0,0
2046,BR 0951-0450:[PGW2002] 3321,148.53154,-5.11294,QSO,1268122,4.23,PHOT,26.3R,0,1,0,0,1,1,0,0
2047,BR 0951-0450:[PGW2002] 3324,148.53171,-5.12867,QSO,1253133,4.18,PHOT,25.8R,0,1,0,0,1,1,0,0
2048,BR 0951-0450:[PGW2002] 3382,148.53354,-5.08833,QSO,1223153,4.08,PHOT,26.9R,0,1,0,0,1,1,0,0
2049,BR 0951-0450:[PGW2002] 3432,148.53496,-5.10594,QSO,1208164,4.03,PHOT,27.2R,0,1,0,0,1,1,0,0
2050,BR 0951-0450:[PGW2002] 3446,148.53517,-5.08644,QSO,1295104,4.32,PHOT,26.5R,0,1,0,0,1,1,0,0
2051,BR 0951-0450:[PGW2002] 3556,148.53804,-5.06794,QSO,1403029,4.68,PHOT,26.1R,0,1,0,0,1,1,0,0
2052,BR 0951-0450:[PGW2002] 3606,148.53979,-5.14733,QSO,1205166,4.02,PHOT,25.8R,0,1,0,0,1,1,0,0
2053,BR 0951-0450:[PGW2002] 3633,148.54067,-5.10392,QSO,1223153,4.08,PHOT,27.3R,0,1,0,0,1,1,0,0
2054,BR 0951-0450:[PGW2002] 3772,148.54546,-5.10208,QSO,1205166,4.02,PHOT,26.8R,0,1,0,0,1,1,0,0
2055,BRI 0952-0115,148.75039,-1.50181,QSO,1329160,4.4336,,18.7,0,101,5,28,15,12,1,0
2056,WISEA J095511.31+594030.6,148.79719,59.67521,QSO,1306443,4.357823,SPEC,20.7g,0,57,0,68,16,22,8,0
2057,WISEA J095546.15+195918.4,148.94234,19.98844,*,1274118,4.25,SLS,19.8g,0,5,0,23,7,3,4,0
2058,SDSS J095612.59+202320.3,149.05249,20.389,QSO,1213183,4.046741,SPEC,22.2g,0,15,0,6,5,11,4,0
2059,SDSS J095621.59+032001.9,149.08999,3.33389,QSO,1416520,4.725,PHOT,23.6g,0,1,0,0,1,1,0,0
2060,WISEA J095625.17+473442.5,149.10488,47.57849,QSO,1344947,4.48626,SPEC,19.47,0,59,2,29,11,12,4,0
2061,WISEA J095625.89+605926.4,149.1079,60.99094,QSO,1383542,4.615,PHOT,23.8g,0,1,0,12,2,1,0,0
2062,WISEA J095632.03+321612.2,149.13349,32.27019,QSO,1384531,4.618296,,22.8g,0,27,0,37,10,16,8,0
2063,SDSS J095649.75+023655.3,149.20733,2.61538,G,1572412,5.245,PHOT,23.1g,0,2,0,18,2,1,4,0
2064,SDSS J095653.08+375613.7,149.22121,37.93716,*,1280822,4.272361,SPEC,22.9g,0,9,0,5,4,4,4,0
2065,WISEA J095707.66+061059.5,149.282,6.18322,QSO,1554335,5.184704,SPEC,19.2i,0,41,0,47,15,20,8,0
2066,WISEA J095723.13+231849.4,149.34643,23.31374,QSO,1205413,4.020824,SPEC,19.9g,0,21,0,18,7,13,4,0
2067,SDSS J095727.67+024540.9,149.36529,2.76136,*,1364056,4.55,PHOT,23.6g,0,2,0,19,2,1,4,0
2068,SDSS J095727.86+051905.1,149.36613,5.31814,*,1560678,5.20586,SPEC,25.4g,0,11,0,8,7,6,4,0
2069,WISEA J095728.57+022038.4,149.36896,2.34383,*,1663848,5.55,PHOT,24.9g,0,1,0,26,3,1,0,0
2070,SHELLQs J0957+0053,149.41829,0.89267,QSO,1813745,6.05,SPEC,,0,1,0,0,1,1,0,0
2071,WISEA J095744.46+330820.7,149.43527,33.13911,QSO,1252326,4.17731,SPEC,20.5g,0,69,0,57,17,20,8,0
2072,SDSS J095752.17+015119.9,149.46738,1.85555,G,1247557,4.1614,,24.0g,0,19,0,28,5,9,4,0
2073,WISEA J095807.03+171259.2,149.52932,17.21642,QSO,1227492,4.094471,SPEC,21.5g,0,15,0,17,6,6,4,0
2074,SDSS J095814.01+352449.0,149.55839,35.41362,*,1533983,5.116816,SPEC,24.8g,0,1,0,5,3,2,3,0
2075,WISEA J095817.75+245515.1,149.57396,24.92095,QSO,1251540,4.174687,SPEC,22.2g,0,14,0,18,5,11,4,0
2076,WISEA J095818.19+224957.3,149.5758,22.83265,QSO,1289098,4.299966,SPEC,22.5g,0,15,0,18,6,11,4,0
2077,WISEA J095844.93+014308.4,149.68727,1.71917,QSO,1322346,4.41087,,20.5g,0,63,0,98,24,33,11,0
2078,zCOSMOS 1705273,149.73622,2.17993,QSO,1274448,4.2511,,23.5z,0,31,0,36,13,17,0,0
2079,WISEA J095903.82+103245.5,149.76598,10.54591,QSO,1206365,4.024,,21.1g,0,4,0,17,3,3,4,0
2080,zCOSMOS 2042408,149.77691,2.44431,QSO,1247137,4.16,SPEC,23.2z,0,22,0,22,7,10,0,0
2081,C-COSMOS 02220,149.78373,2.45205,G,1519948,5.07,SPEC,,0,13,0,18,11,10,0,0
2082,SDSS J095920.22+050008.9,149.83425,5.00249,*,1261326,4.20733,SPEC,23.3g,0,5,0,5,3,3,4,0
2083,COSMOS 0976431,149.87082,1.88279,VisS,1380844,4.606,SPEC,24.0i,0,6,0,7,6,4,0,0
2084,WISE J095937.12+131215.4,149.90466,13.2043,QSO,1217096,4.059796,SPEC,19.1g,0,47,0,44,16,20,8,0
