No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
850,PSS J0132+1341:[PGW2002] 1922,23.06175,13.72372,QSO,1244139,4.15,PHOT,25.3R,0,1,0,0,1,1,0,0
851,PSS J0132+1341:[PGW2002] 1937,23.06196,13.63808,QSO,1232147,4.11,PHOT,27.1R,0,1,0,0,1,1,0,0
852,PSS J0132+1341:[PGW2002] 1940,23.062,13.71719,QSO,1223153,4.08,PHOT,26.2R,0,1,0,0,1,1,0,0
853,PSS J0132+1341:[PGW2002] 1949,23.06237,13.72972,QSO,1298102,4.33,PHOT,26.2R,0,1,0,0,1,1,0,0
854,PSS J0132+1341:[PGW2002] 1957,23.06267,13.64894,QSO,1304097,4.35,PHOT,26.4R,0,1,0,0,1,1,0,0
855,PSS J0132+1341:[PGW2002] 2007,23.06437,13.66525,QSO,1391037,4.64,PHOT,26.2R,0,1,0,0,1,1,0,0
856,PSS J0132+1341:[PGW2002] 2020,23.06467,13.74961,QSO,1217158,4.06,PHOT,25.7R,0,1,0,0,1,1,0,0
857,PSS J0132+1341:[PGW2002] 2051,23.06579,13.64936,QSO,1214160,4.05,PHOT,27.3R,0,1,0,0,1,1,0,0
858,PSS J0132+1341:[PGW2002] 2053,23.06592,13.67433,QSO,1283112,4.28,PHOT,26.4R,0,1,0,0,1,1,0,0
859,PSS J0132+1341:[PGW2002] 2062,23.06621,13.7555,QSO,1226151,4.09,PHOT,27.1R,0,1,0,0,1,1,0,0
860,PSS J0132+1341:[PGW2002] 2071,23.06658,13.75444,QSO,1202168,4.01,PHOT,27.6R,0,1,0,0,1,1,0,0
861,PSS J0132+1341:[PGW2002] 2087,23.06717,13.66553,QSO,1415021,4.72,PHOT,26.2R,0,1,0,0,1,1,0,0
862,PSS J0132+1341:[PGW2002] 2092,23.06725,13.70422,QSO,1241141,4.14,PHOT,27.2R,0,1,0,0,1,1,0,0
863,PSS J0132+1341:[PGW2002] 2140,23.06883,13.71033,QSO,1277116,4.26,PHOT,27.0R,0,1,0,0,1,1,0,0
864,PSS J0132+1341:[PGW2002] 2207,23.07071,13.73289,QSO,1307095,4.36,PHOT,24.9R,0,1,0,0,1,1,0,0
865,PSS J0132+1341:[PGW2002] 2210,23.07083,13.69633,QSO,1235145,4.12,PHOT,27.5R,0,1,0,0,1,1,0,0
866,PSS J0132+1341:[PGW2002] 2232,23.07158,13.65833,QSO,1418019,4.73,PHOT,24.6R,0,1,0,0,1,1,0,0
867,PSS J0132+1341:[PGW2002] 2257,23.07246,13.63669,QSO,1379046,4.6,PHOT,24.7R,0,1,0,0,1,1,0,0
868,PSS J0132+1341:[PGW2002] 2258,23.0725,13.69375,QSO,1310093,4.37,PHOT,26.7R,0,1,0,0,1,1,0,0
869,PSS J0132+1341:[PGW2002] 2267,23.07271,13.74428,QSO,1328081,4.43,PHOT,26.7R,0,1,0,0,1,1,0,0
870,PSS J0132+1341:[PGW2002] 2305,23.07392,13.75289,QSO,1253133,4.18,PHOT,26.8R,0,1,0,0,1,1,0,0
871,PSS J0132+1341:[PGW2002] 2326,23.07458,13.71592,QSO,1310093,4.37,PHOT,25.7R,0,1,0,0,1,1,0,0
872,PSS J0132+1341:[PGW2002] 2348,23.07521,13.65603,QSO,1217158,4.06,PHOT,25.5R,0,1,0,0,1,1,0,0
873,PSS J0132+1341:[PGW2002] 2351,23.07542,13.72381,QSO,1229149,4.1,PHOT,26.3R,0,1,0,0,1,1,0,0
874,PSS J0132+1341:[PGW2002] 2406,23.07763,13.73911,QSO,1211162,4.04,PHOT,26.9R,0,1,0,0,1,1,0,0
875,PSS J0132+1341:[PGW2002] 2455,23.07971,13.71767,QSO,1235145,4.12,PHOT,26.5R,0,1,0,0,1,1,0,0
876,PSS J0132+1341:[PGW2002] 2460,23.07983,13.68667,QSO,1301099,4.34,PHOT,27.7R,0,1,0,0,1,1,0,0
877,PSS J0132+1341:[PGW2002] 2499,23.08117,13.67617,QSO,1319087,4.4,PHOT,26.2R,0,1,0,0,1,1,0,0
878,PSS J0132+1341:[PGW2002] 2507,23.08138,13.73064,QSO,1223153,4.08,PHOT,26.8R,0,1,0,0,1,1,0,0
879,PSS J0132+1341:[PGW2002] 2508,23.08146,13.69281,QSO,1295104,4.32,PHOT,26.2R,0,1,0,0,1,1,0,0
880,PSS J0132+1341:[PGW2002] 2535,23.08217,13.71711,QSO,1295104,4.32,PHOT,25.8R,0,1,0,0,1,1,0,0
881,PSS J0132+1341:[PGW2002] 2540,23.08233,13.72183,QSO,1220155,4.07,PHOT,26.8R,0,1,0,0,1,1,0,0
882,PSS J0132+1341:[PGW2002] 2561,23.08333,13.67633,QSO,1229149,4.1,PHOT,27.7R,0,1,0,0,1,1,0,0
883,PSS J0132+1341:[PGW2002] 2562,23.08342,13.66925,QSO,1211162,4.04,PHOT,27.0R,0,1,0,0,1,1,0,0
884,PSS J0132+1341:[PGW2002] 2605,23.085,13.74856,QSO,1250135,4.17,PHOT,26.6R,0,1,0,0,1,1,0,0
885,PSS J0132+1341:[PGW2002] 2626,23.08596,13.70383,QSO,1226151,4.09,PHOT,24.9R,0,1,0,0,1,1,0,0
886,PSS J0132+1341:[PGW2002] 2663,23.08696,13.70047,QSO,1226151,4.09,PHOT,27.0R,0,1,0,0,1,1,0,0
887,PSS J0132+1341:[PGW2002] 2675,23.08733,13.76139,QSO,1223153,4.08,PHOT,24.7R,0,1,0,0,1,1,0,0
888,PSS J0132+1341:[PGW2002] 2714,23.08846,13.76206,QSO,1277116,4.26,PHOT,25.4R,0,1,0,0,1,1,0,0
889,PSS J0132+1341:[PGW2002] 2727,23.08896,13.65611,QSO,1253133,4.18,PHOT,27.2R,0,1,0,0,1,1,0,0
890,PSS J0132+1341:[PGW2002] 2731,23.08904,13.75244,QSO,1265124,4.22,PHOT,26.3R,0,1,0,0,1,1,0,0
891,PSS J0132+1341:[PGW2002] 2734,23.08917,13.75569,QSO,1223153,4.08,PHOT,27.3R,0,1,0,0,1,1,0,0
892,PSS J0132+1341:[PGW2002] 2747,23.08963,13.74944,QSO,1250135,4.17,PHOT,24.4R,0,1,0,0,1,1,0,0
893,PSS J0132+1341:[PGW2002] 2780,23.09113,13.64325,QSO,1609886,5.37,PHOT,25.7R,0,1,0,0,1,1,0,0
894,PSS J0132+1341:[PGW2002] 2817,23.09304,13.74928,QSO,1271120,4.24,PHOT,26.4R,0,1,0,0,1,1,0,0
895,PSS J0132+1341:[PGW2002] 2833,23.09342,13.72533,QSO,1301099,4.34,PHOT,27.1R,0,1,0,0,1,1,0,0
896,PSS J0132+1341:[PGW2002] 2835,23.09346,13.75522,QSO,1316089,4.39,PHOT,25.8R,0,1,0,0,1,1,0,0
897,PSS J0132+1341:[PGW2002] 2843,23.09367,13.72569,QSO,1202168,4.01,PHOT,26.7R,0,1,0,0,1,1,0,0
898,PSS J0132+1341:[PGW2002] 2854,23.09379,13.742,QSO,1304097,4.35,PHOT,25.3R,0,1,0,0,1,1,0,0
899,PSS J0132+1341:[PGW2002] 2883,23.09483,13.70189,QSO,1382043,4.61,PHOT,24.2R,0,1,0,0,1,1,0,0
900,PSS J0132+1341:[PGW2002] 2889,23.09504,13.66264,QSO,1226151,4.09,PHOT,27.3R,0,1,0,0,1,1,0,0
901,PSS J0132+1341:[PGW2002] 2894,23.09525,13.65067,QSO,1319087,4.4,PHOT,26.1R,0,1,0,0,1,1,0,0
902,PSS J0132+1341:[PGW2002] 2914,23.09637,13.71019,QSO,1280114,4.27,PHOT,26.7R,0,1,0,0,1,1,0,0
903,PSS J0132+1341:[PGW2002] 2920,23.09683,13.71,QSO,1220155,4.07,PHOT,26.3R,0,1,0,0,1,1,0,0
904,PSS J0132+1341:[PGW2002] 2922,23.09688,13.6425,QSO,1247137,4.16,PHOT,26.6R,0,1,0,0,1,1,0,0
905,PSS J0132+1341:[PGW2002] 2940,23.09725,13.71903,QSO,1247137,4.16,PHOT,26.7R,0,1,0,0,1,1,0,0
906,PSS J0132+1341:[PGW2002] 2943,23.09729,13.683,QSO,1289108,4.3,PHOT,25.5R,0,1,0,0,1,1,0,0
907,PSS J0132+1341:[PGW2002] 2950,23.09746,13.69497,QSO,1268122,4.23,PHOT,26.7R,0,1,0,0,1,1,0,0
908,PSS J0132+1341:[PGW2002] 2964,23.09787,13.75042,QSO,1250135,4.17,PHOT,26.3R,0,1,0,0,1,1,0,0
909,PSS J0132+1341:[PGW2002] 2969,23.098,13.67175,QSO,1325083,4.42,PHOT,26.7R,0,1,0,0,1,1,0,0
910,PSS J0132+1341:[PGW2002] 3004,23.09913,13.76342,QSO,1406027,4.69,PHOT,26.0R,0,1,0,0,1,1,0,0
911,PSS J0132+1341:[PGW2002] 3014,23.09942,13.67039,QSO,1241141,4.14,PHOT,27.1R,0,1,0,0,1,1,0,0
912,PSS J0132+1341:[PGW2002] 3034,23.10025,13.67358,QSO,1211162,4.04,PHOT,26.4R,0,1,0,0,1,1,0,0
913,WISEA J013242.76-094300.9,23.1782,-9.71711,QSO,1279127,4.266709,SPEC,21.8g,0,36,0,41,10,18,8,0
914,SDSS J013253.54+003032.2,23.22312,0.50895,*,1274118,4.25,PHOT,23.3g,0,1,0,5,2,1,3,0
915,SDSS J013301.21-002914.7,23.25508,-0.48744,G,1244139,4.15,PHOT,22.4g,0,1,0,15,2,1,4,0
916,SDSS J013301.49+004246.6,23.25625,0.71295,G,1653932,5.516922,SPEC,21.6g,0,3,0,15,3,2,4,0
917,WISEA J013326.36-004547.4,23.36001,-0.76325,*,1274118,4.25,PHOT,23.5g,0,1,0,17,3,1,4,0
918,WISEA J013326.83+010637.5,23.36183,1.11047,QSO,1588900,5.3,,22.5i,0,10,0,26,5,4,0,0
919,WISEA J013337.67+011412.1,23.40692,1.23669,*,1274118,4.25,PHOT,23.0g,0,1,0,17,3,1,4,0
920,WISEA J013340.28+040059.5,23.418,4.01662,QSO,1250326,4.170637,SPEC,18,0,63,1,35,21,16,1,0
921,WISEA J013351.29-004237.8,23.46384,-0.71056,G,1244139,4.15,PHOT,22.1g,0,1,0,27,3,1,4,0
922,WISEA J013406.98-010534.7,23.52915,-1.09324,G,1289108,4.3,PHOT,22.8g,0,1,0,27,3,1,4,0
923,WISEA J013412.79+005314.9,23.55333,0.88788,G,1274118,4.25,PHOT,22.8g,0,1,0,27,3,1,4,0
924,SDSS J013419.22+005502.4,23.58012,0.91735,G,1319087,4.4,PHOT,22.9g,0,1,0,15,2,1,4,0
925,WISEA J013421.47+330756.2,23.58958,33.13227,QSO,1358660,4.532,,18.8,0,37,1,36,8,6,0,0
926,SDSS J013421.90+005520.0,23.59127,0.92225,G,1304097,4.35,PHOT,22.6g,0,1,0,15,2,1,4,0
927,[YWF2017] J023.59630+00.93793,23.59631,0.93794,QSO,1274118,4.25,PHOT,,0,1,0,0,1,1,0,0
928,SDSS J013423.16+005523.1,23.59651,0.92309,G,1289108,4.3,PHOT,22.9g,0,1,0,15,2,1,4,0
929,[YWF2017] J023.59676+00.91685,23.59677,0.91685,QSO,1304097,4.35,PHOT,,0,1,0,0,1,1,0,0
930,WISEA J013424.10+005715.5,23.6005,0.95445,G,1274118,4.25,PHOT,22.4g,0,1,0,27,3,1,4,0
931,SDSS J013426.07+010040.2,23.60863,1.01118,G,1259128,4.2,PHOT,22.7g,0,1,0,15,2,1,4,0
932,WISEA J013429.26+005657.1,23.62194,0.94926,G,1289108,4.3,PHOT,22.1g,0,1,0,27,3,1,4,0
933,WISEA J013430.72+005435.8,23.62797,0.9099,G,1289108,4.3,PHOT,22.7g,0,1,0,27,3,1,4,0
934,WISEA J013431.19+011446.9,23.62973,1.2465,*,1274118,4.25,PHOT,22.9g,0,1,0,17,3,1,4,0
935,WISEA J013434.11-001909.3,23.64217,-0.31918,*,1274118,4.25,PHOT,22.7g,0,1,0,17,3,1,4,0
936,WISEA J013435.83+005502.3,23.64943,0.91749,G,1274118,4.25,PHOT,22.5g,0,1,0,30,4,1,4,0
937,WISEA J013437.26+005522.1,23.65475,0.92284,*,1289108,4.3,PHOT,23.0g,0,1,0,17,3,1,4,0
938,WISEA J013438.17+005608.1,23.65907,0.93568,UvES,1694671,5.652814,SPEC,20.3r,0,6,0,17,4,4,4,0
939,SDSS J013443.00+005841.9,23.67919,0.97831,*,1289108,4.3,PHOT,24.0g,0,1,0,5,2,1,4,0
940,SDSS J013443.19+005832.9,23.67997,0.97581,*,1289108,4.3,PHOT,23.3g,0,1,0,5,2,1,3,0
941,SDSS J013449.38+005230.0,23.70576,0.87502,*,1274118,4.25,PHOT,24.0g,0,1,0,5,2,1,3,0
942,WISEA J013450.48+005310.4,23.71029,0.88621,G,1289108,4.3,PHOT,22.9g,0,1,0,27,3,1,4,0
943,SDSS J013450.61+005222.7,23.71088,0.873,G,1319087,4.4,PHOT,23.4g,0,1,0,15,2,1,4,0
944,SDSS J013451.02+005241.6,23.71259,0.87823,G,1304097,4.35,PHOT,21.9g,0,1,0,15,2,1,4,0
945,SDSS J013451.85+005337.1,23.71605,0.89365,G,1274118,4.25,PHOT,23.9g,0,1,0,15,2,1,4,0
946,[YWF2017] J023.72713+00.89191,23.72714,0.89191,QSO,1244139,4.15,PHOT,,0,1,0,0,1,1,0,0
947,[YWF2017] J023.72714+00.89373,23.72714,0.89374,QSO,1349066,4.5,PHOT,,0,1,0,0,1,1,0,0
948,SDSS J013456.91+005415.3,23.73716,0.90428,*,1289108,4.3,PHOT,23.5g,0,1,0,5,2,1,4,0
949,SDSS J013457.85+005324.6,23.74105,0.89019,G,1274118,4.25,PHOT,23.1g,0,1,0,15,2,1,4,0
950,SDSS J013459.63+005346.1,23.74848,0.89616,G,1319087,4.4,PHOT,23.6g,0,1,0,15,2,1,4,0
951,SDSS J013459.91+005509.6,23.74964,0.91935,*,1289108,4.3,PHOT,23.5g,0,1,0,5,2,1,4,0
952,SDSS J013503.16+005353.8,23.76321,0.89828,G,1244139,4.15,PHOT,21.5g,0,1,0,15,2,1,3,0
953,WISEA J013505.36+005409.9,23.77236,0.90273,G,1289108,4.3,PHOT,22.2g,0,1,0,27,3,1,4,0
954,WISEA J013510.42+010048.9,23.79329,1.01321,*,1304097,4.35,PHOT,22.0g,0,1,0,17,3,1,4,0
955,WISEA J013514.97+005200.7,23.81244,0.86685,G,1289108,4.3,PHOT,22.9g,0,1,0,27,3,1,4,0
956,SDSS J013515.15+005504.5,23.81315,0.91793,G,1334077,4.45,PHOT,23.7g,0,1,0,15,2,1,4,0
957,SDSS J013515.22+005240.0,23.81342,0.87779,G,1289108,4.3,PHOT,22.8g,0,1,0,15,2,1,4,0
958,SDSS J013516.14+005315.1,23.81728,0.88755,*,1274118,4.25,PHOT,23.3g,0,1,0,5,2,1,4,0
959,SDSS J013516.33+005155.2,23.81807,0.86536,G,1364056,4.55,PHOT,23.9g,0,1,0,15,2,1,4,0
960,SDSS J013516.37+005228.9,23.81824,0.87471,G,1349066,4.5,PHOT,21.7g,0,1,0,15,2,1,4,0
961,SDSS J013516.41+005257.2,23.8184,0.88257,*,1334077,4.45,PHOT,24.0g,0,1,0,5,2,1,4,0
962,SDSS J013516.76+005219.3,23.81985,0.87205,G,1289108,4.3,PHOT,23.4g,0,1,0,15,2,1,4,0
963,SDSS J013517.51+005344.9,23.82296,0.89582,*,1304097,4.35,PHOT,24.2g,0,1,0,5,2,1,3,0
964,SDSS J013517.93+005203.0,23.82474,0.86751,G,1289108,4.3,PHOT,20.0g,0,1,0,15,2,1,4,0
965,WISEA J013525.64-015144.0,23.85685,-1.86224,IrS,1267822,4.229,SPEC,,0,1,0,12,2,1,0,0
966,CFHQS J013603+022605,24.01321,2.43492,QSO,1861711,6.21,SPEC,22.0J,0,7,0,3,5,5,0,0
967,SDSS J013621.62-005613.4,24.09011,-0.93708,*,1274118,4.25,PHOT,23.7g,0,1,0,5,2,1,4,0
968,SDSS J013639.01+003345.9,24.16255,0.56276,*,1274118,4.25,PHOT,23.1g,0,1,0,5,2,1,4,0
969,WISEA J013650.51+025821.6,24.21046,2.9727,QSO,1237158,4.126714,SPEC,,0,7,0,12,3,3,0,0
970,WISEA J013712.29+283735.2,24.30125,28.62625,QSO,1276516,4.258,,19,0,8,1,12,2,1,0,0
971,SDSS J013737.18-003301.0,24.40493,-0.55028,G,1334077,4.45,PHOT,23.3g,0,1,0,15,2,1,4,0
972,[YWF2017] J024.43033+01.24777,24.43034,1.24777,QSO,1244139,4.15,PHOT,,0,1,0,0,1,1,0,0
973,WISEA J013746.46-001816.8,24.4431,-0.30473,*,1274118,4.25,PHOT,22.9g,0,1,0,17,3,1,4,0
974,[YWF2017] J024.49204+01.21967,24.49205,1.21968,QSO,1453994,4.85,PHOT,,0,1,0,0,1,1,0,0
975,WISEA J013810.30-002806.6,24.54301,-0.4685,*,1214160,4.05,PHOT,22.1g,0,1,0,17,3,1,4,0
976,WISEA J013829.59-095247.4,24.62337,-9.87983,QSO,1246058,4.1564,,23.2g,0,24,0,38,5,13,8,0
977,WISEA J013833.93+005810.0,24.6413,0.96952,*,1475878,4.923,PHOT,24.0g,0,2,0,17,4,2,4,0
978,SDSS J013852.56+074153.8,24.719,7.6983,QSO,1209363,4.034,,,0,1,0,0,1,2,0,0
979,SDSS J013852.56+074153.9,24.71902,7.69831,QSO,1209419,4.034186,SPEC,,0,7,0,0,2,3,0,0
980,WISEA J013901.57+002549.2,24.7566,0.43044,G,1274118,4.25,PHOT,22.4g,0,1,0,27,3,1,4,0
981,WISEA J013908.37-010857.8,24.78487,-1.14945,G,1259128,4.2,PHOT,22.7g,0,1,0,27,3,1,4,0
982,SDSS J013921.20+000059.2,24.83834,0.01645,*,1199170,4,PHOT,24.0g,0,1,0,5,2,1,4,0
983,WISEA J013926.55+002056.8,24.86066,0.34914,IrS,1335576,4.455,PHOT,,0,1,0,12,2,1,0,0
984,WISEA J014006.80-011101.0,25.02842,-1.18361,*,1274118,4.25,PHOT,23.4g,0,1,0,17,3,1,4,0
985,WISEA J014014.08+140657.0,25.05855,14.11602,*,1226416,4.090883,SPEC,22.2g,0,8,0,17,5,3,4,0
986,[TRR2018] J025.10911+00.88548,25.10911,0.88548,QSO,1421016,4.74,PHOT,,0,1,0,0,1,1,0,0
987,WISEA J014039.20-091757.7,25.1634,-9.2994,QSO,1329375,4.434318,SPEC,19.4g,0,31,0,42,12,17,8,0
988,SDSS J014047.09+050459.1,25.19621,5.0831,QSO,1226151,4.09,,,0,2,0,0,1,2,0,0
989,SDSS J014047.09+050459.2,25.19621,5.08314,QSO,1227609,4.094861,SPEC,,0,7,0,0,2,3,0,0
990,WISEA J014057.00-114059.5,25.23764,-11.68319,QSO,1753786,5.85,,,0,2,0,12,2,1,0,0
991,[YWF2017] J025.33862+00.37365,25.33863,0.37366,QSO,1244139,4.15,PHOT,,0,1,0,0,1,1,0,0
992,SDSS J014130.82-005854.2,25.37842,-0.98173,*,1274118,4.25,PHOT,23.9g,0,1,0,5,2,1,3,0
993,[YWF2017] J025.41104+00.50631,25.41104,0.50632,QSO,1214160,4.05,PHOT,,0,1,0,0,1,1,0,0
994,SDSS J014139.33+003636.1,25.41391,0.61005,G,1379046,4.6,PHOT,23.3g,0,1,0,15,2,1,3,0
995,[TRR2018] J025.43608-01.15219,25.43608,-1.15219,QSO,1299600,4.335,PHOT,,0,1,0,0,1,1,0,0
996,WISEA J014237.30+275105.0,25.65559,27.85149,IrS,1291206,4.307,SPEC,,0,1,0,18,5,1,0,0
997,VST-ATLAS J025.6821-33.4627,25.68208,-33.4627,QSO,1891691,6.31,,,0,5,0,0,1,1,0,0
998,ATLAS J025.6821-33.4627,25.6822,-33.46263,QSO,1891691,6.31,1LIN,,0,7,0,12,4,3,0,0
999,[YWF2017] J025.85772+00.66692,25.85772,0.66693,QSO,1349066,4.5,PHOT,,0,1,0,0,1,1,0,0
1000,SDSS J014331.02+010006.6,25.87925,1.00186,G,1199170,4,PHOT,23.4g,0,3,0,15,2,1,4,0
1001,WISEA J014332.36+010136.5,25.88474,1.02698,*,1259128,4.2,PHOT,22.4g,0,1,0,17,3,1,4,0
1002,SDSS J014406.71-004251.0,26.02796,-0.71417,*,1199170,4,PHOT,24.0g,0,1,0,5,2,1,4,0
1003,SDSS J014441.09+003057.5,26.17122,0.516,*,1244139,4.15,PHOT,24.7g,0,1,0,5,2,1,4,0
1004,WISEA J014445.25+134453.3,26.18855,13.74816,QSO,1307641,4.36182,,20.2g,0,23,0,47,8,12,8,0
1005,WISEA J014452.67-011045.4,26.21952,-1.17899,*,1203772,4.015351,SPEC,22.1g,0,10,0,17,6,6,4,0
1006,SDSS J014542.48-005118.7,26.42704,-0.85521,*,1242543,4.144677,SPEC,23.2g,0,9,0,5,5,4,4,0
1007,SDSS J014549.51+005106.2,26.45629,0.85173,G,1338574,4.465,PHOT,24.1g,0,1,0,15,2,1,4,0
1008,SDSS J014559.79+003335.4,26.49915,0.55985,*,1229149,4.1,PHOT,23.2g,0,1,0,5,2,1,4,0
1009,WISEA J014609.32-092918.1,26.53889,-9.4884,QSO,1247095,4.15986,SPEC,22.1g,0,32,0,40,8,17,8,0
1010,SDSS J014630.30-000836.2,26.62628,-0.1434,G,1304097,4.35,PHOT,22.7g,0,1,0,19,3,1,4,0
1011,WISEA J014658.34+001342.9,26.74326,0.22829,*,1385879,4.622794,SPEC,21.2g,0,5,0,21,5,3,4,0
1012,SDSS J014709.93-003315.2,26.7914,-0.55423,*,1211461,4.041,PHOT,23.7g,0,1,0,5,2,1,3,0
1013,SDSS J014723.77-002826.3,26.84906,-0.47398,QSO,1314590,4.385,PHOT,23.6g,0,1,0,0,1,1,0,0
1014,WISEA J014727.24-000945.1,26.86345,-0.16245,*,1259128,4.2,PHOT,22.0g,0,1,0,17,3,1,4,0
1015,WISEA J014741.56-030247.7,26.92306,-3.04663,IrS,1424014,4.75,SPEC,,0,1,0,17,3,1,0,0
1016,WISEA J014749.48-002539.2,26.9563,-0.4277,*,1244139,4.15,PHOT,21.9g,0,1,0,17,3,1,4,0
1017,WISEA J014837.66+060020.3,27.15683,6.00558,G,1775671,5.923,,,0,25,0,15,9,8,0,0
1018,WISEA J014852.50+070651.0,27.21874,7.11414,QSO,1213279,4.047064,SPEC,,0,7,0,12,3,3,0,0
1019,WISEA J014855.59+000836.9,27.23136,0.14356,*,1349066,4.5,PHOT,24.2g,0,1,0,17,3,1,4,0
1020,[YWF2017] J027.29947+01.19043,27.29948,1.19044,QSO,1349066,4.5,PHOT,,0,1,0,0,1,1,0,0
1021,SDSS J014929.26+001158.7,27.37192,0.19965,*,1251034,4.173,PHOT,23.5g,0,1,0,5,2,1,4,0
1022,[YWF2017] J027.37559-00.72281,27.37559,-0.72282,QSO,1289108,4.3,PHOT,,0,1,0,0,1,1,0,0
1023,SDSS J014937.03+000102.4,27.40433,0.01734,*,1221654,4.075,PHOT,23.3g,0,2,0,5,3,2,4,0
1024,WISEA J014949.76-005930.7,27.45731,-0.99196,G,1259128,4.2,PHOT,22.0g,0,1,0,27,3,1,4,0
1025,SDSS J015007.33+004210.1,27.53057,0.70283,*,1349066,4.5,PHOT,24.8g,0,1,0,5,2,1,4,0
1026,SDSS J015008.53-000440.0,27.53554,-0.0778,G,1259128,4.2,PHOT,22.3g,0,1,0,15,2,1,4,0
1027,WISEA J015012.24+001622.5,27.55094,0.273,*,1335976,4.456336,SPEC,23.9g,0,9,0,17,7,6,4,0
1028,WISEA J015017.90+005514.8,27.5746,0.92074,*,1274118,4.25,PHOT,22.5g,0,1,0,17,3,1,4,0
1029,WISEA J015031.23-000134.3,27.62996,-0.02608,G,1274118,4.25,PHOT,22.9g,0,1,0,27,3,1,4,0
1030,WISEA J015032.87+143425.6,27.63696,14.57379,QSO,1281044,4.273102,SPEC,22.7g,0,39,1,43,8,16,8,0
1031,SDSS J015043.40+002320.2,27.68087,0.38896,*,1229149,4.1,PHOT,23.2g,0,1,0,5,2,1,4,0
1032,WISEA J015054.48+002522.1,27.7271,0.42272,*,1334077,4.45,PHOT,23.4g,0,1,0,17,3,1,4,0
1033,WISEA J015150.69+010315.0,27.96119,1.05435,*,1289108,4.3,PHOT,24.0g,0,1,0,17,3,1,4,0
1034,SDSS J015152.00+010258.2,27.9667,1.04952,*,1379046,4.6,PHOT,24.4g,0,1,0,5,2,1,4,0
1035,WISEA J015152.11+010255.4,27.96769,1.04873,G,1274118,4.25,PHOT,23.2g,0,1,0,27,3,1,4,0
1036,WISEA J015159.89+010451.6,27.9996,1.08116,G,1199170,4,PHOT,21.7g,0,1,0,35,5,1,4,0
1037,WISEA J015204.99+010404.8,28.02078,1.06792,G,1274118,4.25,PHOT,22.5g,0,1,0,27,3,1,4,0
1038,WISEA J015211.07+073550.4,28.04625,7.59728,QSO,1218803,4.065488,SPEC,19.6,0,21,1,12,8,6,0,0
1039,SDSS J015211.24+005743.8,28.04686,0.96219,G,1289108,4.3,PHOT,22.9g,0,1,0,15,2,1,4,0
1040,WISEA J015212.46+010539.3,28.052,1.09434,G,1379046,4.6,PHOT,23.4g,0,1,0,27,3,1,4,0
1041,SDSS J015213.31+005903.9,28.05547,0.98444,G,1349066,4.5,PHOT,22.8g,0,1,0,15,2,1,4,0
1042,WISEA J015223.99+010103.4,28.10016,1.01758,*,1214160,4.05,PHOT,21.5g,0,1,0,17,3,1,4,0
1043,[YWF2017] J028.10107+00.97706,28.10107,0.97706,QSO,1319087,4.4,PHOT,,0,1,0,0,1,1,0,0
1044,WISEA J015225.25+005925.3,28.10484,0.99048,G,1364056,4.55,PHOT,22.8g,0,1,0,27,3,1,4,0
1045,SDSS J015228.47+011445.2,28.11866,1.24589,*,1379046,4.6,PHOT,23.1g,0,1,0,5,2,1,4,0
1046,SSTSL2 J015231.76+005929.3,28.13237,0.99147,IrS,1259128,4.2,PHOT,,0,1,0,5,2,1,0,0
1047,[YWF2017] J028.13512+01.24176,28.13513,1.24177,QSO,1334077,4.45,PHOT,,0,1,0,0,1,1,0,0
1048,WISEA J015232.81+010150.1,28.13663,1.03075,*,1349066,4.5,PHOT,23.3g,0,1,0,27,4,1,4,0
1049,WISEA J015237.28+005735.6,28.15536,0.95992,*,1244139,4.15,PHOT,22.1g,0,1,0,27,4,1,4,0
1050,SDSS J015239.84+010331.5,28.16604,1.05877,G,1289108,4.3,PHOT,23.1g,0,1,0,15,2,1,4,0
1051,SDSS J015240.78+010030.6,28.16995,1.0085,G,1274118,4.25,PHOT,22.0g,0,1,0,25,3,1,4,0
1052,SSTSL2 J015241.25+010313.3,28.17188,1.0537,IrS,1244139,4.15,PHOT,,0,1,0,8,2,1,0,0
1053,SDSS J015242.77+010014.0,28.17824,1.0039,*,1244139,4.15,PHOT,22.1g,0,1,0,15,3,1,4,0
1054,SDSS J015242.84+010202.1,28.17852,1.03394,G,1274118,4.25,PHOT,22.7g,0,1,0,35,4,1,4,0
1055,SDSS J015243.10+010025.3,28.1796,1.00704,G,1259128,4.2,PHOT,23.5g,0,1,0,25,3,1,4,1
1056,SDSS J015244.07+005907.9,28.18364,0.98555,*,1274118,4.25,PHOT,23.3g,0,1,0,15,3,1,4,0
1057,SDSS J015244.53+010059.9,28.18558,1.01666,*,1259128,4.2,PHOT,22.8g,0,1,0,15,3,1,4,0
1058,SDSS J015244.54+005909.8,28.18559,0.98607,G,1289108,4.3,PHOT,22.9g,0,1,0,25,3,1,4,0
1059,SSTSL2 J015244.65+010135.2,28.18608,1.02646,IrS,1289108,4.3,PHOT,,0,1,0,8,2,1,0,0
1060,SSTSL2 J015244.97+010048.7,28.18739,1.01355,IrS,1229149,4.1,PHOT,,0,1,0,8,2,1,0,0
